res_id,gender,age,MateComp.cont,hate_violence_means,hate_pol_message,hate_prevent_settlement,hate_polcondemn
483368646,Male,70,2,3,1,1,1
451757845,Male,35,2,1,2,2,2
453869146,Male,50,1,2,1,1,1
443507343,Female,52,1,1,1,1,2
424909043,Male,61,2,1,1,1,1
424509142,Male,67,1,1,1,1,1
493767247,Male,57,3,1,1,1,1
471914443,Male,49,1,2,1,1,3
481323747,Male,27,1,1,1,1,2
491813248,Male,26,2,1,1,1,1
451920149,Male,26,2,3,3,1,2
463781448,Male,26,1,2,1,1,1
493187942,Female,56,1,2,1,1,2
444357742,Male,57,3,3,1,1,1
443143140,Male,65,1,2,1,1,1
497869744,Male,37,2,2,2,1,1
441023844,Male,19,1,1,1,1,4
444984944,Female,45,1,1,1,1,2
493687641,Female,62,1,1,1,1,1
413733544,Female,67,2,2,2,2,1
427326345,Male,46,2,1,1,1,1
473610645,Female,50,1,2,1,1,1
467183343,Male,38,4,2,1,1,3
487649546,Female,51,2,1,1,1,1
474414144,Female,49,4,2,2,2,3
413017749,Female,43,1,1,3,1,2
403507243,Male,68,2,3,2,1,4
497382843,Male,45,2,1,2,2,2
491920346,Male,33,2,3,2,3,2
444608345,Female,56,1,1,1,1,1
423174843,Female,51,1,1,1,1,1
464242543,Male,50,2,2,1,1,2
443168244,Female,55,2,1,1,1,2
457425745,Female,34,1,1,1,1,1
461080744,Female,51,1,1,1,1,1
464604542,Male,65,2,2,1,1,1
404144440,Male,34,1,1,1,1,1
464472947,Female,79,3,2,2,2,3
443728243,Female,32,2,4,3,3,4
411643744,Female,20,1,1,1,1,3
463294542,Female,58,2,1,1,2,1
464212449,Female,56,2,1,1,1,2
491834945,Male,45,2,1,1,1,1
441563142,Female,71,2,2,1,1,1
454163744,Male,39,2,1,2,1,2
497772446,Female,53,1,1,1,1,1
417370349,Female,48,1,1,1,1,1
433472842,Male,27,2,2,1,2,1
403294249,Male,65,3,1,1,1,2
483898447,Male,50,1,1,1,1,2
483997747,Male,43,2,1,1,1,1
443507347,Female,49,2,2,2,2,3
411261647,Female,51,2,3,2,2,3
483648240,Female,20,1,2,2,2,2
477198343,Female,46,3,3,3,3,2
431287943,Female,55,4,4,4,4,4
457319643,Male,54,2,1,2,2,2
497802344,Female,47,2,1,1,1,2
471317744,Female,33,4,2,1,1,2
484912246,Male,46,2,1,1,1,2
483428545,Female,64,1,1,1,1,1
493087640,Female,44,3,2,2,3,2
471474144,Male,57,3,2,2,2,3
467637643,Female,51,1,1,1,1,1
481971544,Female,29,2,1,1,1,2
467682047,Female,30,1,1,1,1,1
463873348,Male,64,1,1,1,1,1
447205243,Male,61,1,1,1,1,1
423674847,Female,50,1,1,2,2,1
441917542,Female,51,2,2,2,2,2
481220841,Male,34,1,1,1,1,1
464464840,Female,66,3,3,4,4,3
467652746,Female,24,1,2,4,3,4
427946844,Male,77,2,1,1,1,1
413289247,Female,35,2,2,3,2,2
453294749,Female,51,3,1,2,2,2
423994444,Male,43,2,4,2,2,2
417635247,Male,47,1,1,1,1,1
433907344,Male,64,2,1,1,1,1
481617341,Female,47,2,2,2,1,2
433097247,Female,51,3,2,2,3,3
491840440,Male,22,2,1,2,3,2
453893340,Male,31,1,2,1,1,1
447636946,Male,48,2,1,1,1,1
411443942,Male,28,1,1,1,1,1
403907243,Female,56,1,1,1,1,1
461820342,Female,57,1,1,1,1,1
403894642,Male,41,3,2,3,3,2
423177841,Male,55,1,1,1,1,2
484528241,Female,56,1,1,1,1,1
443942246,Male,43,2,1,2,2,1
411201844,Female,29,1,1,1,1,1
487038440,Female,44,4,4,4,4,4
471617047,Female,60,2,2,1,2,2
433131348,Female,49,1,1,1,1,1
483321247,Male,38,1,1,1,1,2
431681940,Female,23,1,1,1,1,1
411920148,Male,21,2,1,1,1,1
494208943,Male,41,3,2,1,1,2
457165148,Female,69,2,2,1,1,3
464344242,Female,41,2,4,4,3,3
493205841,Female,26,2,1,1,1,1
477403645,Male,73,2,1,1,1,1
433589144,Female,62,3,2,2,2,3
477285041,Female,28,1,1,1,1,1
411991246,Female,19,1,1,3,1,4
481271547,Male,21,2,3,3,2,1
481911449,Male,27,1,1,1,1,1
493481044,Male,42,1,3,2,3,3
443617749,Male,56,2,3,3,4,3
427627446,Male,60,1,1,1,1,2
437857740,Female,26,1,1,1,1,2
481211946,Male,32,1,1,1,1,2
437074242,Male,28,3,2,2,1,1
421256849,Male,24,3,3,3,3,2
437416342,Female,31,1,2,3,2,4
433994849,Female,38,2,1,1,1,2
457704548,Female,30,1,1,1,1,1
477094046,Female,37,1,1,1,1,2
453777449,Female,61,1,3,3,3,3
414163749,Female,56,1,2,1,1,2
454750349,Female,52,1,1,1,1,1
473364540,Female,47,1,1,1,1,1
491300140,Male,21,1,1,1,1,1
454012044,Male,43,1,1,1,1,1
471083242,Female,52,1,1,1,1,2
473634040,Male,62,2,1,1,1,2
444856040,Male,35,1,1,1,1,1
421674946,Female,56,3,2,2,2,2
474017945,Male,41,3,1,1,1,3
421631040,Female,20,1,1,1,1,1
477177444,Male,49,3,2,1,1,3
427499841,Female,38,2,1,1,1,1
497385243,Male,64,1,1,1,1,1
413387549,Male,68,1,1,1,1,1
464144340,Male,40,1,1,1,1,1
484258846,Male,46,1,3,2,2,2
437331948,Female,27,1,1,1,1,1
453517841,Female,64,2,1,1,1,1
463187549,Female,52,4,3,2,2,2
441617241,Female,50,2,2,2,2,2
437702448,Male,44,1,1,1,1,1
407786141,Male,34,2,1,1,1,1
417485746,Female,63,2,2,2,2,2
413507343,Male,74,3,3,2,2,2
451941748,Female,26,1,1,1,1,1
461824146,Female,50,4,4,4,4,4
417925241,Female,37,2,2,2,2,3
403487044,Female,62,4,3,3,3,1
401027840,Male,30,1,3,1,1,3
477812342,Female,71,2,2,1,1,1
444148249,Female,59,1,1,1,1,1
481806242,Male,30,2,3,2,3,3
471720345,Male,40,2,1,1,1,2
493886945,Female,25,1,1,1,1,1
407407141,Male,46,1,4,4,3,4
487625549,Male,61,2,2,1,1,3
447435943,Female,57,1,1,1,1,4
491057640,Female,61,2,1,1,1,2
467722344,Female,32,3,3,2,2,3
463125748,Female,51,1,2,3,3,2
493794241,Male,36,2,1,1,1,3
461281646,Male,26,1,1,1,1,1
461226145,Female,45,1,1,1,1,1
454012446,Female,50,2,1,2,2,2
491824346,Female,52,2,2,2,2,2
407327442,Female,61,2,2,1,2,3
431441042,Female,57,1,1,1,1,1
407178241,Male,52,2,2,1,2,4
423711149,Female,25,2,1,1,1,2
461497641,Male,62,1,2,2,2,2
421610940,Male,26,1,1,1,1,1
471684743,Female,45,3,2,3,3,4
421516847,Male,31,4,4,4,4,4
443401043,Male,48,1,1,1,1,2
461580444,Female,53,2,2,1,1,2
401971743,Female,27,1,2,4,4,3
477970942,Male,53,2,1,1,1,1
497519242,Male,29,1,2,1,1,2
431967648,Female,28,1,1,1,1,1
403488843,Male,26,2,2,2,2,1
433834247,Female,39,2,2,1,1,1
437458443,Female,54,2,2,2,2,2
403994644,Female,59,1,1,1,1,1
427113146,Female,25,1,1,1,1,1
421421943,Male,35,1,2,1,1,3
461047343,Female,58,1,2,2,3,2
437627346,Male,52,1,2,2,1,2
453067640,Female,47,1,1,1,1,1
477924940,Female,58,1,1,1,1,1
491920840,Female,66,2,2,2,2,3
437619140,Male,19,1,1,1,1,3
464583644,Female,55,2,1,1,1,1
413507445,Male,59,1,1,1,1,1
491120147,Male,27,1,3,1,1,1
427845746,Male,45,4,3,4,3,1
464590846,Male,47,2,1,1,1,1
413218849,Female,51,1,1,2,2,2
454968844,Female,62,1,1,1,1,1
483289540,Male,58,2,2,2,2,2
491220841,Male,19,1,1,1,1,3
444786545,Male,47,1,1,1,1,1
411091043,Female,60,1,1,1,1,1
411253045,Female,56,3,3,3,3,2
411841042,Male,29,1,1,1,1,2
443787840,Female,56,2,1,1,1,1
401434542,Female,59,1,1,1,1,1
487116740,Female,50,1,1,1,1,4
441291840,Female,42,3,3,3,3,2
484309547,Female,27,2,3,2,2,3
423517748,Female,47,1,2,1,2,2
414443249,Male,57,2,2,2,2,2
461151048,Male,37,1,1,1,1,1
447415647,Male,35,1,1,1,1,1
481213648,Male,36,1,3,3,1,1
403458441,Male,62,2,1,1,1,2
461014140,Female,55,2,3,3,3,3
437276043,Female,59,4,2,2,2,2
403643346,Female,56,1,2,2,2,3
411960548,Female,53,2,1,1,2,2
437697046,Male,44,1,1,1,1,1
481576944,Male,38,2,4,1,2,3
421151848,Female,52,2,2,2,2,2
463674847,Male,45,4,4,4,3,1
447575040,Female,39,3,2,1,2,2
497272045,Female,54,2,1,1,1,1
441871746,Male,23,1,3,2,2,2
431830645,Female,65,3,2,1,2,3
411631341,Female,27,4,2,3,3,3
473968448,Female,55,2,1,2,2,2
474388444,Female,36,3,4,3,3,1
444714646,Female,68,1,1,1,1,2
457149047,Female,21,1,1,1,1,1
477402740,Male,54,2,1,1,1,1
447913143,Female,33,1,2,4,4,4
431833949,Male,41,1,1,1,1,1
471571048,Female,27,1,2,2,2,3
421401645,Female,25,2,4,4,4,4
401451541,Female,22,2,3,2,3,2
423087746,Female,50,2,4,4,4,4
447703645,Male,32,1,2,1,1,2
434968345,Male,58,2,1,1,1,1
444009848,Female,51,2,2,2,2,3
457155449,Female,45,4,4,4,4,4
413491549,Male,40,1,2,1,1,3
403442649,Male,59,3,3,3,3,3
483177243,Female,68,1,2,1,1,1
463377247,Female,35,2,3,3,3,3
453529141,Female,65,2,2,1,1,2
457795246,Male,21,4,4,4,4,1
437062842,Female,19,1,1,1,1,2
437667040,Female,24,1,1,1,1,1
421911645,Female,19,1,1,1,1,2
483354447,Male,51,3,1,1,1,1
461826440,Male,27,1,1,1,1,1
417898142,Male,40,3,1,1,1,1
427289947,Female,25,1,1,1,1,1
483674444,Male,73,1,2,1,1,1
403487141,Male,51,1,1,1,1,1
414598240,Female,64,1,1,1,1,1
494114840,Male,50,1,1,1,1,1
407795941,Female,22,1,2,1,1,1
473094942,Male,76,2,2,1,1,2
403143142,Male,63,1,1,1,1,1
447127244,Female,54,2,1,1,1,1
451341546,Male,47,1,1,1,1,1
467102141,Male,54,1,1,1,1,2
407375446,Male,67,1,1,1,1,1
494132849,Male,39,1,1,1,1,4
457664648,Female,29,1,3,3,3,1
467292746,Female,44,1,1,1,1,1
483689243,Male,49,1,1,4,2,1
477399047,Female,57,1,2,2,1,2
463809047,Male,62,2,1,1,1,1
473633148,Female,73,3,1,1,2,1
401257545,Female,19,1,1,1,1,2
474369441,Male,49,2,2,1,1,1
437926349,Male,46,2,1,1,1,2
414609543,Male,66,2,1,1,1,2
437398644,Female,68,1,1,1,1,1
433294040,Female,58,3,3,2,2,1
431880441,Female,66,3,4,1,2,1
463301742,Male,55,2,2,2,2,2
444762745,Female,57,1,2,1,1,1
457928448,Female,26,1,1,1,1,1
463209045,Male,54,4,3,2,2,3
423337541,Male,37,1,2,1,1,1
467331248,Female,55,2,1,2,2,3
483128344,Male,70,4,3,3,3,2
497027749,Male,47,4,4,4,4,1
467931343,Female,33,1,1,1,1,1
451497149,Female,56,1,1,1,1,1
467269843,Female,59,1,1,1,1,1
441180540,Male,21,1,2,3,3,1
414063843,Female,33,1,1,3,3,2
477613443,Female,60,3,2,1,1,1
424714142,Male,81,2,2,2,2,2
454189347,Male,65,2,1,1,1,1
471680948,Female,61,2,2,3,3,1
483288849,Female,47,1,1,1,1,1
433594949,Male,31,3,3,3,3,3
477871543,Male,26,1,1,1,1,1
433471749,Female,54,3,1,1,1,3
461903144,Male,29,1,1,1,1,1
423907145,Male,30,2,3,2,2,2
477649443,Male,55,1,1,1,1,1
433994240,Male,33,2,2,2,2,2
437834042,Male,49,3,1,1,1,1
427095643,Female,52,2,2,1,1,1
411820445,Male,30,1,1,1,1,2
417753648,Female,31,1,1,1,1,2
434954248,Female,35,1,1,1,1,1
404616540,Male,30,1,1,1,1,2
481154448,Male,30,2,3,3,3,2
487435347,Female,29,1,1,1,1,1
487361041,Female,58,2,1,1,1,3
457063744,Male,55,1,1,1,1,1
457441942,Female,32,4,3,2,2,2
463194649,Male,49,1,1,1,1,2
403894542,Female,46,1,1,1,1,2
471800340,Male,27,1,1,1,1,2
407012446,Female,28,2,3,2,2,2
434314948,Female,31,1,1,1,1,1
484514342,Male,58,4,1,4,4,1
483008240,Female,48,2,2,3,3,3
484344947,Female,45,1,1,1,1,1
461874140,Female,43,2,1,2,2,2
467312148,Female,43,2,2,2,2,2
417488444,Male,33,1,1,1,1,1
417649246,Male,50,1,2,2,2,2
434084549,Female,58,1,1,1,1,1
477571442,Male,37,2,3,3,3,3
417059041,Female,65,1,1,1,1,1
424369941,Male,24,3,2,1,2,2
454369441,Female,27,2,1,2,2,3
464389642,Female,31,1,1,1,1,1
444712847,Male,34,1,1,1,1,1
431666443,Male,35,1,2,1,1,1
444132745,Male,56,2,2,3,2,2
484214341,Male,30,2,1,1,1,2
434014243,Female,58,1,1,1,1,2
487874940,Female,53,1,1,1,1,1
433778846,Male,58,3,1,1,1,2
423158546,Male,39,2,1,1,1,4
473098140,Male,26,1,1,1,1,2
417854644,Male,57,3,2,1,1,1
463454741,Female,66,3,1,2,1,2
434883347,Female,49,1,1,1,1,1
411414044,Female,50,1,1,2,2,1
414772746,Female,34,1,1,1,2,3
497556641,Female,47,2,1,1,1,1
443598449,Male,55,2,4,2,4,3
411571145,Male,67,1,1,1,1,1
441720840,Male,28,1,1,1,1,2
461137241,Female,57,2,1,1,1,1
471080748,Female,28,2,1,1,1,2
423187943,Male,68,1,1,1,1,1
417778046,Female,35,2,1,1,1,1
427612941,Female,23,1,2,1,1,2
431871649,Female,25,2,1,1,1,2
453000146,Female,73,2,2,2,2,2
433087544,Male,54,1,1,1,1,1
451451147,Female,20,1,2,2,1,1
433743642,Female,62,2,1,1,1,3
453055449,Female,25,1,2,1,2,1
471687944,Female,50,2,1,1,1,2
434369145,Male,52,3,2,2,2,2
484050741,Male,32,2,2,1,1,3
497439040,Male,67,2,2,2,2,2
427175744,Male,37,1,3,3,1,1
403787749,Female,62,1,2,1,1,2
491383346,Male,70,1,1,1,1,1
474164148,Male,49,2,2,1,1,2
473433947,Female,37,1,1,1,1,1
423187640,Male,43,1,2,1,1,3
413567644,Female,54,2,2,3,2,3
401751540,Female,22,1,1,1,1,1
441491540,Female,60,1,1,1,1,1
434334241,Male,68,2,2,1,1,1
483298449,Male,65,2,3,3,3,2
417703643,Female,39,3,1,1,1,4
481020042,Female,26,1,1,2,1,2
417274641,Female,36,1,1,1,1,1
461511245,Female,59,2,3,3,1,1
423507846,Female,37,1,1,2,1,1
417377048,Female,26,2,2,1,1,3
497088642,Male,19,1,4,1,2,3
481913341,Male,64,2,2,2,2,2
451641443,Male,27,1,3,3,1,2
453507945,Male,49,3,4,3,3,1
443687642,Male,65,1,1,1,1,2
497457349,Female,60,1,2,1,1,1
403787641,Male,54,1,1,1,1,2
451856240,Male,35,3,2,4,3,3
487901842,Female,38,3,4,3,3,3
443958840,Male,31,1,1,1,1,1
413929344,Female,58,1,1,1,1,1
404404943,Male,36,4,2,2,2,3
443400946,Female,53,1,4,1,4,1
443354342,Female,49,1,2,1,1,1
493958247,Female,52,1,1,1,1,2
477639048,Male,57,3,2,2,2,1
467905145,Female,30,2,2,2,2,2
473507245,Male,58,2,2,1,2,3
414812742,Male,61,1,1,1,1,2
401791846,Male,32,1,1,1,1,2
413605348,Female,37,1,1,1,1,1
494108747,Female,55,1,1,1,1,1
424042949,Female,48,2,2,1,1,1
407121544,Male,34,4,3,4,4,2
487973442,Female,69,1,1,1,1,1
407924740,Female,59,2,1,2,1,2
411091340,Male,25,1,1,1,1,2
471614941,Male,64,2,2,2,2,3
421813047,Female,64,2,2,2,2,2
463187242,Male,51,2,3,3,3,3
423187741,Female,47,1,2,1,1,3
413328544,Female,45,1,1,1,1,1
473101743,Male,24,1,2,1,1,1
471860446,Female,26,1,2,3,2,1
491617242,Male,49,3,1,1,1,1
411413344,Male,31,4,1,1,1,2
443714442,Female,36,2,1,1,1,2
467499147,Female,64,1,1,1,1,1
483893243,Male,63,3,2,1,1,2
457622447,Female,44,1,1,2,2,2
487462543,Female,24,1,1,1,1,2
417650943,Male,25,1,2,1,1,2
427614240,Female,57,1,1,1,1,1
433231043,Female,69,1,1,1,1,1
471133546,Male,41,1,1,1,1,1
461386641,Male,22,2,2,3,3,2
413505247,Female,47,2,1,1,1,2
467207749,Female,34,1,3,4,3,3
453358141,Male,71,2,2,1,1,2
474604040,Female,57,3,2,1,1,1
433642345,Male,68,1,1,1,1,1
447525743,Male,61,3,2,1,1,1
471644142,Female,62,1,1,1,1,2
443187741,Male,56,3,2,1,1,2
487926845,Female,58,2,2,2,2,2
401874348,Female,55,1,1,1,1,1
463198744,Male,38,3,1,1,1,1
427332246,Male,29,3,4,4,3,2
454056148,Female,63,1,1,1,1,1
487838948,Male,63,4,4,4,4,4
427146647,Female,32,1,1,1,1,2
457841043,Male,59,1,3,1,1,1
461653444,Female,45,1,2,1,2,1
437206342,Female,52,4,3,1,2,4
463238848,Female,32,3,3,3,2,2
424704740,Male,49,1,2,1,1,1
411774449,Male,44,2,3,3,3,3
487435041,Male,49,3,1,1,1,1
467814240,Female,44,1,1,1,1,1
477489944,Female,40,2,3,3,3,3
481271445,Male,47,1,2,2,2,1
473589245,Female,50,2,1,1,1,2
413114048,Male,40,1,1,1,1,1
447501140,Female,34,1,1,1,1,1
431926842,Female,19,1,1,1,1,1
487605440,Male,59,3,2,2,2,3
413563744,Female,59,1,1,1,1,1
423677347,Male,61,1,1,1,1,1
457326042,Female,25,2,2,1,1,1
454514742,Male,56,3,3,2,2,2
461431443,Male,28,2,1,1,1,2
494614746,Male,56,2,2,1,1,3
411897041,Male,52,3,2,2,2,1
451901244,Male,37,4,1,1,1,1
421047148,Male,62,1,1,1,1,1
487386444,Male,29,1,1,1,1,1
471177841,Female,43,1,1,1,1,1
421094549,Male,37,3,3,3,3,2
491921344,Male,39,2,3,4,3,3
427011340,Female,27,1,2,2,3,2
447461349,Female,42,2,1,1,1,3
477054145,Male,58,1,4,2,2,3
467668943,Male,26,2,4,4,3,3
471700042,Female,56,2,1,2,2,2
411457843,Male,64,1,1,1,1,1
433389745,Male,57,4,4,3,3,2
403507341,Male,48,4,4,2,2,3
463474540,Male,65,3,2,1,1,2
483487944,Female,58,1,1,1,1,2
483120448,Female,53,1,1,1,1,4
461106445,Female,53,1,1,1,1,1
467727746,Female,23,2,3,2,3,2
401666742,Male,39,1,1,1,1,1
487916047,Female,31,3,4,3,4,1
461227144,Male,72,2,1,1,1,2
433654843,Male,39,2,1,1,1,2
494789343,Female,60,3,1,1,1,3
413887445,Female,37,2,2,1,1,3
483131640,Male,40,4,4,4,4,2
457564441,Male,49,1,1,1,1,1
454762544,Male,51,1,1,1,1,2
481804841,Female,19,1,1,1,1,1
474322540,Female,66,2,2,2,2,4
471770848,Female,52,1,1,1,1,1
461710748,Male,25,3,3,2,4,2
404743542,Male,51,2,2,3,3,1
494750549,Male,26,2,3,2,2,3
464864442,Male,29,2,1,1,1,1
493994540,Female,49,4,3,3,3,1
467445640,Female,75,1,2,1,1,1
443078249,Female,41,4,4,4,4,1
427450642,Male,21,1,1,1,1,3
487809749,Female,24,1,3,1,1,3
427532049,Female,30,1,2,1,1,1
424914046,Female,55,2,1,1,1,1
493487040,Female,54,1,1,1,1,1
431560548,Male,32,1,2,2,2,4
433670244,Female,53,1,1,1,1,4
483387946,Male,50,4,3,4,4,1
453907148,Female,51,2,1,1,1,1
481186344,Male,28,1,4,1,1,4
477358248,Male,55,2,2,2,2,3
451247347,Male,36,1,1,1,1,1
457009941,Female,55,1,2,1,1,1
407914944,Female,52,2,1,2,3,3
423893440,Male,29,1,1,1,1,1
433507248,Male,64,2,2,1,1,2
487914046,Male,62,1,1,1,1,1
491816445,Female,59,2,2,3,3,3
484424248,Female,40,1,1,1,1,1
461944844,Female,69,1,1,1,1,1
493387747,Female,42,1,1,1,1,1
451124248,Male,67,2,1,1,1,1
417602241,Male,50,2,3,2,3,3
441781146,Male,24,1,1,1,1,1
453113746,Female,26,1,1,1,1,1
451074548,Male,26,1,1,1,1,2
461181646,Male,26,2,2,2,2,3
413429647,Male,49,1,1,1,1,1
423534940,Female,49,2,1,1,1,2
401331741,Male,35,3,3,3,3,3
427939348,Male,32,1,2,3,3,2
434112440,Female,64,1,1,1,1,1
491137640,Male,21,2,3,3,3,3
467909440,Male,22,4,2,3,4,1
481200947,Female,27,1,1,1,1,1
463687243,Female,66,2,1,1,1,1
424694947,Female,69,1,2,2,2,2
417930441,Male,29,2,2,2,2,2
453791547,Female,66,2,2,2,2,2
413328347,Male,55,2,1,1,1,1
441141246,Male,38,1,1,1,1,1
457574847,Female,44,2,2,2,2,2
471080740,Female,52,3,3,2,1,3
403697246,Female,26,1,1,1,1,2
474524843,Male,38,1,1,1,1,2
473087745,Male,56,2,1,1,1,2
441334040,Female,49,1,1,1,1,2
483934147,Female,58,2,1,1,1,2
487777546,Female,46,4,2,2,2,1
414443141,Female,63,1,1,1,1,1
491027942,Female,24,1,3,1,1,1
453143943,Female,62,2,1,2,2,2
493255341,Female,25,1,1,1,1,1
401144041,Female,57,4,1,1,2,1
401411245,Male,26,2,2,1,1,2
447987044,Female,39,4,2,1,1,2
441934847,Female,54,1,1,1,1,1
413787041,Female,29,1,1,1,1,1
447259345,Male,45,3,3,3,3,2
464173647,Male,36,3,2,3,3,1
497445748,Female,35,3,1,2,1,1
461904548,Male,75,1,1,1,1,1
481307046,Male,56,1,1,1,1,1
447016044,Female,30,2,1,1,1,2
481286842,Male,22,3,2,3,2,2
401530440,Male,23,2,1,1,1,2
461074840,Female,21,1,2,2,1,2
483905543,Male,47,3,1,1,1,1
423568840,Female,22,1,1,1,1,1
483077745,Female,55,2,3,2,2,2
433703543,Female,60,2,2,1,1,2
427255548,Female,50,1,1,2,2,3
404354042,Female,61,2,3,1,1,1
444186045,Female,70,2,2,1,2,2
443560341,Female,70,3,1,1,1,1
487469041,Female,28,1,1,1,1,2
447199643,Male,37,4,4,4,4,4
413791944,Male,27,4,3,4,4,2
487804747,Female,24,1,1,1,1,1
417663540,Female,21,1,2,2,2,3
487580547,Male,31,2,1,1,1,3
467448945,Female,32,3,2,2,2,1
424244141,Female,42,2,1,1,2,3
477364540,Female,51,1,1,1,1,1
474484549,Male,35,1,1,1,1,1
427465242,Female,64,1,1,1,1,2
433518042,Male,55,2,1,1,1,1
437495145,Female,65,1,1,1,1,1
457596849,Female,40,4,2,3,2,1
427861742,Female,55,2,1,1,1,1
477028645,Male,40,1,1,1,1,2
414334340,Female,47,1,2,2,3,3
457597948,Male,27,3,2,2,2,3
461817940,Female,35,1,1,1,1,1
464044442,Male,55,1,1,1,1,2
461477043,Female,33,1,2,1,1,1
433889246,Female,40,1,3,2,2,4
427299144,Female,39,2,2,1,2,3
441863948,Female,54,2,1,1,1,2
493387347,Male,76,1,1,1,1,1
457871949,Female,25,2,2,2,2,2
417303143,Male,60,2,1,1,1,1
423687844,Male,68,1,1,1,1,2
447075941,Male,59,2,2,1,1,1
451461742,Male,58,2,4,4,4,4
493908044,Male,87,2,2,2,2,2
404767040,Male,46,1,1,1,1,2
457282844,Female,59,2,2,1,1,2
491664447,Female,67,2,1,1,1,1
454944046,Male,78,1,1,1,1,1
453886647,Male,54,1,1,1,1,1
434333646,Male,39,3,3,2,3,3
431504045,Female,50,1,2,1,1,1
477902443,Male,67,2,2,1,1,3
401473644,Female,59,2,2,2,2,2
461403049,Female,68,2,2,1,1,1
413294749,Male,52,4,3,3,3,1
471286447,Male,29,3,3,2,2,3
421530447,Male,38,1,2,1,1,3
447169247,Female,31,2,2,1,1,2
463931444,Female,41,2,2,2,2,1
421491545,Male,40,1,1,1,1,1
471597640,Male,24,3,3,4,3,2
497331448,Female,59,1,1,1,1,1
454334340,Female,62,3,1,1,1,1
473694642,Male,73,1,1,2,4,3
427979242,Female,37,3,2,3,3,2
423068342,Female,66,1,1,1,1,1
487372849,Female,54,1,2,2,2,2
407407447,Female,53,2,1,1,1,1
403634246,Female,61,2,2,2,2,2
457568441,Female,33,1,1,1,1,2
427812445,Male,45,1,1,1,1,3
437635541,Male,40,1,1,1,1,3
411136941,Male,24,1,1,1,1,2
451380945,Male,37,3,1,1,1,2
443703246,Female,30,1,1,1,1,1
407792040,Male,67,2,2,1,1,2
453018845,Male,39,3,2,2,1,1
461020745,Male,27,2,4,2,4,1
437427541,Male,32,1,1,1,1,1
434732644,Male,40,3,1,1,1,3
487102646,Male,22,3,3,3,2,2
421291645,Female,23,1,1,1,1,1
437284748,Female,39,2,3,2,4,3
484733344,Female,31,1,1,1,1,1
423598849,Female,55,1,1,2,2,3
493229748,Female,27,1,3,3,3,1
433887746,Male,66,2,1,1,1,2
451900842,Male,29,2,4,3,3,4
483975746,Female,64,1,1,1,1,1
474314049,Female,61,2,1,1,1,2
477706140,Male,29,2,2,1,1,2
427971744,Male,34,1,2,1,1,1
413774945,Male,69,3,1,1,1,1
447528147,Female,20,3,1,3,3,2
451734444,Female,26,2,2,2,2,2
477753442,Female,27,2,1,1,1,2
434309249,Male,64,2,2,2,2,3
447251040,Male,27,3,3,3,3,2
417746048,Female,22,2,3,2,2,2
421043243,Female,27,1,1,1,1,2
491753348,Male,32,2,1,1,1,1
493142444,Male,46,2,1,2,1,2
417364944,Male,53,1,1,1,1,1
453018843,Female,53,1,3,1,1,2
414569149,Male,46,2,1,1,1,2
451401144,Male,47,3,1,1,1,2
481080943,Male,27,1,1,1,3,4
487162141,Female,24,1,1,1,1,4
404132249,Male,38,4,3,4,4,3
481987444,Male,65,1,1,1,1,3
483888444,Female,28,1,1,1,1,1
483703440,Female,40,2,1,1,1,1
463343642,Female,60,1,4,1,2,4
441061141,Male,54,2,2,2,2,3
477449947,Female,40,2,3,3,3,2
481954445,Male,54,3,1,1,1,1
447178741,Male,29,1,1,1,1,2
473994940,Male,72,1,1,1,1,1
473364547,Female,47,2,3,3,3,1
454450442,Male,47,1,1,1,1,3
487033048,Male,33,2,1,1,1,1
454790146,Male,32,4,4,4,4,4
434969946,Female,35,1,2,1,1,2
441624942,Male,76,2,2,1,1,1
473925545,Female,24,1,1,1,1,1
431753448,Female,67,1,1,1,1,1
434614041,Male,33,1,1,1,1,2
403421141,Female,55,4,1,1,1,2
473257747,Female,62,1,1,1,1,2
487542741,Female,63,2,2,2,2,3
407807241,Male,65,2,1,2,1,2
481056249,Male,27,3,2,2,2,3
453106240,Male,63,2,1,1,1,1
453087146,Male,38,4,1,2,2,4
471793946,Male,62,2,1,1,1,1
494104648,Male,62,1,1,1,1,1
474283545,Male,34,2,3,3,3,3
403098847,Female,50,2,1,1,3,4
497127049,Female,22,1,1,1,1,1
457389346,Male,39,2,2,1,1,1
403328046,Female,58,1,2,1,2,2
434704441,Male,34,1,1,1,1,4
437778341,Male,49,4,1,2,3,3
437531342,Female,25,2,1,1,1,2
463038540,Male,67,4,2,1,2,2
413118441,Female,51,2,1,1,1,1
407928640,Female,41,2,3,3,3,3
411484347,Male,61,2,1,1,1,2
461110246,Male,26,3,2,3,3,3
497845446,Female,27,2,2,2,2,2
417576446,Female,54,3,3,1,2,4
447389141,Male,35,2,3,1,1,3
481953143,Male,28,1,1,1,1,1
407201744,Male,49,3,4,1,3,1
441944442,Male,25,1,1,1,1,3
481404549,Male,64,1,1,2,1,2
403311949,Female,60,1,1,1,1,1
404863146,Male,37,1,1,1,1,1
403460141,Male,68,2,2,1,1,4
447602948,Male,40,3,2,2,2,2
461380940,Male,22,2,3,3,3,2
407177342,Female,56,1,2,1,1,1
421987745,Male,67,2,1,1,1,2
453477445,Female,56,1,1,1,1,1
467909049,Female,26,1,3,4,4,3
